A_If_ratio,B_If_ratio,A_Loop_ratio,B_Loop_ratio,A_Assign_ratio,B_Assign_ratio,A_Return_ratio,B_Return_ratio,A_Compare_ratio,B_Compare_ratio,A_AST_Depth,B_AST_Depth,A_AST_Diversity,B_AST_Diversity,A_Unique_Identifiers,B_Unique_Identifiers,A_CFG_Nodes,B_CFG_Nodes,A_CFG_Edges,B_CFG_Edges,A_Cyclomatic,B_Cyclomatic,A_Branch_Density,B_Branch_Density,A_LOC,B_LOC,A_Keyword_Ratio,B_Keyword_Ratio,A_Operator_Ratio,B_Operator_Ratio,A_Unique_Keyword_Count,B_Unique_Keyword_Count,A_Unique_Operator_Count,B_Unique_Operator_Count,AST_Depth_Diff,CFG_Node_Diff,LOC_Diff,Unique_Identifiers_Diff,Keyword_Ratio_Diff,Operator_Ratio_Diff,Unique_Keyword_Count_Diff,Unique_Operator_Count_Diff,Flow_Path_Bin,Label
0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.0,0.08571428571428572,0.058823529411764705,0.05714285714285714,0.058823529411764705,8,7,0.14285714285714285,0.11764705882352941,2,2,11,3,15,2,6,1,0.5454545454545454,0.3333333333333333,7,2,0.11764705882352941,0.25,0.11764705882352941,0.0625,4,4,4,1,1,8,5,0,0.1323529411764706,0.05514705882352941,0,3,0,0
0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.09090909090909091,0.0,0.0,7,6,0.1111111111111111,0.18181818181818182,2,1,4,3,3,2,1,1,0.25,0.3333333333333333,3,2,0.1111111111111111,0.2,0.05555555555555555,0.1,2,2,1,1,1,1,1,1,0.0888888888888889,0.04444444444444445,0,0,2,0
0.022222222222222223,0.017857142857142856,0.022222222222222223,0.017857142857142856,0.06666666666666667,0.08928571428571429,0.0,0.0,0.022222222222222223,0.03571428571428571,7,7,0.1111111111111111,0.08928571428571429,3,3,11,13,12,14,3,3,0.2727272727272727,0.23076923076923078,7,9,0.058823529411764705,0.05128205128205128,0.14705882352941177,0.15384615384615385,2,2,5,6,0,2,2,0,0.007541478129713425,0.006787330316742085,0,1,2,1
0.047619047619047616,0.0,0.0,0.05263157894736842,0.047619047619047616,0.05263157894736842,0.0,0.0,0.047619047619047616,0.0,6,6,0.14285714285714285,0.10526315789473684,1,2,6,6,6,6,2,2,0.3333333333333333,0.3333333333333333,5,3,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.13333333333333333,2,1,2,2,0,0,2,1,0.04444444444444444,0.022222222222222227,1,0,0,0
0.0,0.0,0.0,0.0,0.09375,0.10526315789473684,0.0,0.0,0.0,0.0,6,6,0.0625,0.05263157894736842,3,2,6,5,5,4,1,1,0.16666666666666666,0.2,4,3,0.0,0.0,0.15789473684210525,0.07142857142857142,0,0,3,1,0,1,1,1,0.0,0.08646616541353383,0,2,2,0
0.0,0.0,0.0,0.03333333333333333,0.045454545454545456,0.1,0.0,0.0,0.0,0.0,6,5,0.045454545454545456,0.06666666666666667,1,3,5,8,4,8,1,2,0.2,0.25,3,5,0.0,0.038461538461538464,0.05,0.11538461538461539,0,1,1,3,1,3,2,2,0.038461538461538464,0.06538461538461539,1,2,0,0
0.025,0.0,0.025,0.0,0.075,0.09090909090909091,0.0,0.0,0.025,0.045454545454545456,7,6,0.125,0.13636363636363635,3,2,10,5,11,4,3,1,0.3,0.2,7,3,0.08333333333333333,0.0,0.1111111111111111,0.21428571428571427,3,0,4,3,1,5,4,1,0.08333333333333333,0.10317460317460317,3,1,0,0
0.023255813953488372,0.015625,0.023255813953488372,0.015625,0.06976744186046512,0.078125,0.0,0.0,0.023255813953488372,0.03125,6,7,0.09302325581395349,0.078125,3,3,10,12,11,13,3,3,0.3,0.25,6,8,0.05128205128205128,0.03773584905660377,0.1282051282051282,0.11320754716981132,2,2,5,6,1,2,2,0,0.013546202225447508,0.01499758103531687,0,1,2,1
0.024390243902439025,0.016129032258064516,0.024390243902439025,0.016129032258064516,0.07317073170731707,0.08064516129032258,0.0,0.0,0.024390243902439025,0.03225806451612903,6,7,0.0975609756097561,0.08064516129032258,3,3,10,12,10,12,2,2,0.2,0.16666666666666666,7,9,0.07894736842105263,0.057692307692307696,0.10526315789473684,0.09615384615384616,3,3,4,5,1,2,2,0,0.02125506072874493,0.009109311740890677,0,1,2,1
0.023255813953488372,0.015384615384615385,0.023255813953488372,0.015384615384615385,0.06976744186046512,0.07692307692307693,0.0,0.0,0.023255813953488372,0.03076923076923077,6,7,0.09302325581395349,0.06153846153846154,3,3,10,12,11,13,3,3,0.3,0.25,6,8,0.05263157894736842,0.03773584905660377,0.07894736842105263,0.05660377358490566,2,2,3,3,1,2,2,0,0.014895729890764646,0.022343594836146966,0,0,2,1
0.0,0.0,0.03125,0.018867924528301886,0.09375,0.09433962264150944,0.0,0.0,0.0,0.018867924528301886,5,7,0.0625,0.07547169811320754,3,3,8,10,8,10,2,2,0.25,0.2,5,7,0.03571428571428571,0.023809523809523808,0.10714285714285714,0.09523809523809523,1,1,3,4,2,2,2,0,0.011904761904761904,0.011904761904761904,0,1,2,0
0.02564102564102564,0.017543859649122806,0.02564102564102564,0.017543859649122806,0.07692307692307693,0.08771929824561403,0.0,0.0,0.02564102564102564,0.03508771929824561,7,8,0.1282051282051282,0.08771929824561403,3,3,10,12,11,13,3,3,0.3,0.25,7,9,0.08823529411764706,0.06521739130434782,0.11764705882352941,0.10869565217391304,3,3,4,5,1,2,2,0,0.02301790281329924,0.00895140664961637,0,1,2,1
0.047619047619047616,0.0,0.0,0.03225806451612903,0.047619047619047616,0.0967741935483871,0.0,0.0,0.047619047619047616,0.0,6,5,0.14285714285714285,0.06451612903225806,1,3,6,8,6,8,2,2,0.3333333333333333,0.25,5,5,0.1111111111111111,0.038461538461538464,0.1111111111111111,0.11538461538461539,2,1,2,3,1,2,0,2,0.07264957264957264,0.004273504273504286,1,1,0,0
0.027777777777777776,0.0,0.027777777777777776,0.0,0.08333333333333333,0.045454545454545456,0.0,0.0,0.027777777777777776,0.0,6,6,0.1111111111111111,0.045454545454545456,3,1,10,5,11,4,3,1,0.3,0.2,7,3,0.09375,0.0,0.09375,0.05,3,0,3,1,0,5,4,2,0.09375,0.04375,3,2,0,0
0.0,0.0,0.0,0.0,0.10526315789473684,0.08695652173913043,0.0,0.0,0.05263157894736842,0.0,5,6,0.10526315789473684,0.08695652173913043,2,2,5,5,4,4,1,1,0.2,0.2,3,3,0.0,0.0,0.16666666666666666,0.14285714285714285,0,0,2,2,1,0,0,0,0.0,0.023809523809523808,0,0,2,0
0.0,0.0,0.034482758620689655,0.0,0.10344827586206896,0.10526315789473684,0.0,0.0,0.0,0.0,5,6,0.06896551724137931,0.05263157894736842,3,2,8,5,8,4,2,1,0.25,0.2,5,3,0.041666666666666664,0.0,0.125,0.07142857142857142,1,0,3,1,1,3,2,1,0.041666666666666664,0.053571428571428575,1,2,0,0
0.02564102564102564,0.02,0.02564102564102564,0.02,0.07692307692307693,0.1,0.0,0.0,0.02564102564102564,0.04,7,7,0.1282051282051282,0.1,3,3,10,12,11,13,3,3,0.3,0.25,6,8,0.06666666666666667,0.05714285714285714,0.16666666666666666,0.17142857142857143,2,2,5,6,0,2,2,0,0.009523809523809525,0.004761904761904773,0,1,2,1
0.03125,0.0,0.03125,0.0,0.09375,0.10526315789473684,0.0,0.0,0.03125,0.0,6,6,0.125,0.05263157894736842,3,2,10,5,11,4,3,1,0.3,0.2,6,3,0.08,0.0,0.12,0.07142857142857142,2,0,3,1,0,5,3,1,0.08,0.04857142857142857,2,2,0,0
0.04081632653061224,0.0,0.02040816326530612,0.0,0.08163265306122448,0.058823529411764705,0.0,0.0,0.04081632653061224,0.058823529411764705,7,7,0.10204081632653061,0.17647058823529413,3,1,13,4,15,3,4,1,0.3076923076923077,0.25,9,2,0.07692307692307693,0.0,0.1282051282051282,0.2727272727272727,3,0,5,3,0,9,7,2,0.07692307692307693,0.1445221445221445,3,2,0,0
0.02564102564102564,0.0,0.02564102564102564,0.03125,0.07692307692307693,0.09375,0.0,0.0,0.02564102564102564,0.0,6,5,0.10256410256410256,0.0625,3,3,10,8,10,8,2,2,0.2,0.25,7,5,0.08823529411764706,0.03571428571428571,0.11764705882352941,0.10714285714285714,3,1,4,3,1,2,2,0,0.05252100840336135,0.010504201680672273,2,1,2,0
0.0,0.0,0.04,0.0,0.12,0.07142857142857142,0.0,0.0,0.0,0.0,5,6,0.08,0.07142857142857142,3,1,8,4,8,3,2,1,0.25,0.25,5,2,0.05555555555555555,0.0,0.16666666666666666,0.1,1,0,3,1,1,4,3,2,0.05555555555555555,0.06666666666666665,1,2,0,0
0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.0,0.0,0.02564102564102564,0.02564102564102564,7,7,0.1282051282051282,0.1282051282051282,3,3,10,10,11,11,3,3,0.3,0.3,6,6,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.16666666666666666,2,2,5,5,0,0,0,0,0.0,0.0,0,0,2,1
0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.07142857142857142,0.0,0.0,0.023809523809523808,0.023809523809523808,6,6,0.09523809523809523,0.09523809523809523,3,3,10,10,11,11,3,3,0.3,0.3,6,6,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.08333333333333333,2,2,3,3,0,0,0,0,0.0,0.0,0,0,2,1
0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.08108108108108109,0.0,0.0,0.02702702702702703,0.02702702702702703,6,6,0.10810810810810811,0.10810810810810811,3,3,10,10,11,11,3,3,0.3,0.3,7,7,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,3,3,3,3,0,0,0,0,0.0,0.0,0,0,2,1
0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,6,6,0.14285714285714285,0.14285714285714285,1,1,6,6,6,6,2,2,0.3333333333333333,0.3333333333333333,5,5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2,2,2,2,0,0,0,0,0.0,0.0,0,0,2,1
0.025,0.025,0.025,0.025,0.075,0.075,0.0,0.0,0.025,0.025,6,6,0.1,0.1,3,3,10,10,10,10,2,2,0.2,0.2,7,7,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,3,3,4,4,0,0,0,0,0.0,0.0,0,0,2,1
0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.0,0.0,0.02564102564102564,0.02564102564102564,7,7,0.1282051282051282,0.1282051282051282,3,3,10,10,11,11,3,3,0.3,0.3,7,7,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.11764705882352941,3,3,4,4,0,0,0,0,0.0,0.0,0,0,2,1
0.02564102564102564,0.02040816326530612,0.02564102564102564,0.02040816326530612,0.07692307692307693,0.10204081632653061,0.0,0.0,0.02564102564102564,0.04081632653061224,7,7,0.1282051282051282,0.10204081632653061,3,3,10,12,11,13,3,3,0.3,0.25,7,8,0.08823529411764706,0.06060606060606061,0.11764705882352941,0.18181818181818182,3,2,4,6,0,2,1,0,0.027629233511586457,0.06417112299465241,1,2,2,1
0.0,0.047619047619047616,0.07142857142857142,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,6,6,0.07142857142857142,0.14285714285714285,1,1,5,6,5,6,2,2,0.4,0.3333333333333333,2,5,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,1,2,1,2,0,1,3,0,0.027777777777777776,0.027777777777777776,1,1,0,0
0.0,0.0,0.0,0.0,0.125,0.07142857142857142,0.0,0.0,0.0,0.0,5,7,0.08333333333333333,0.07142857142857142,3,1,6,4,5,3,1,1,0.16666666666666666,0.25,4,2,0.0,0.0,0.13333333333333333,0.09090909090909091,0,0,2,1,2,2,2,2,0.0,0.04242424242424242,0,1,2,0
0.0,0.0,0.0,0.03333333333333333,0.045454545454545456,0.1,0.0,0.0,0.0,0.0,6,5,0.045454545454545456,0.06666666666666667,1,3,5,8,4,8,1,2,0.2,0.25,3,5,0.0,0.038461538461538464,0.05,0.11538461538461539,0,1,1,3,1,3,2,2,0.038461538461538464,0.06538461538461539,1,2,0,0
0.0,0.0,0.0,0.07142857142857142,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,5,6,0.10526315789473684,0.07142857142857142,2,1,5,5,4,5,1,2,0.2,0.4,3,2,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0,1,2,1,1,0,1,1,0.08333333333333333,0.08333333333333333,1,1,0,0
0.02564102564102564,0.0,0.02564102564102564,0.03225806451612903,0.07692307692307693,0.0967741935483871,0.0,0.0,0.02564102564102564,0.0,7,5,0.1282051282051282,0.06451612903225806,3,3,10,8,11,8,3,2,0.3,0.25,7,5,0.0967741935483871,0.038461538461538464,0.12903225806451613,0.11538461538461539,3,1,4,3,2,2,2,0,0.05831265508684863,0.013647642679900734,2,1,1,0
0.027777777777777776,0.0,0.027777777777777776,0.0,0.08333333333333333,0.045454545454545456,0.0,0.0,0.027777777777777776,0.0,6,6,0.1111111111111111,0.045454545454545456,3,1,10,5,11,4,3,1,0.3,0.2,7,3,0.09375,0.0,0.09375,0.05,3,0,3,1,0,5,4,2,0.09375,0.04375,3,2,0,0
0.02631578947368421,0.02040816326530612,0.02631578947368421,0.02040816326530612,0.07894736842105263,0.10204081632653061,0.0,0.0,0.02631578947368421,0.04081632653061224,7,7,0.13157894736842105,0.10204081632653061,3,3,10,12,11,13,3,3,0.3,0.25,6,8,0.07142857142857142,0.06060606060606061,0.17857142857142858,0.18181818181818182,2,2,5,6,0,2,2,0,0.010822510822510817,0.003246753246753248,0,1,2,1
0.023809523809523808,0.015625,0.023809523809523808,0.015625,0.07142857142857142,0.078125,0.0,0.0,0.023809523809523808,0.03125,6,7,0.09523809523809523,0.0625,3,3,10,12,11,13,3,3,0.3,0.25,6,8,0.05555555555555555,0.0392156862745098,0.08333333333333333,0.0784313725490196,2,2,3,4,1,2,2,0,0.01633986928104575,0.004901960784313722,0,1,2,1
0.027777777777777776,0.018518518518518517,0.027777777777777776,0.018518518518518517,0.08333333333333333,0.09259259259259259,0.0,0.0,0.027777777777777776,0.037037037037037035,6,7,0.1111111111111111,0.07407407407407407,3,3,10,12,11,13,3,3,0.3,0.25,7,9,0.09375,0.06818181818181818,0.09375,0.09090909090909091,3,3,3,4,1,2,2,0,0.025568181818181823,0.0028409090909090884,0,1,2,1
